ASV,Niche_width,Location,Subcommunity
c81644a2b232752ad7bbd2a4f2c72e6b,1,Biloxi Bay,Rare
c817c33f94be0b5942756768d7af9276,1,Biloxi Bay,Rare
c8195b3b9269e7aea78bd0c58024b383,1,Biloxi Bay,Rare
c819eaefbe362182cdce2129b1121168,1,Biloxi Bay,Rare
c81a6e5575a78d0274da2c2d56a0d737,4.5899484106413375,Biloxi Bay,Rare
c81cd9aa77474151fbd161f22b0191f9,2.864475890165749,Biloxi Bay,Rare
c824d9b3aa91c07d97c89564a659f5b3,1,Biloxi Bay,Rare
c8255ac329f52e573fc508720d98f47b,1,Biloxi Bay,Rare
c82a4b9d90c0e6401b61233583191995,1,Biloxi Bay,Rare
c8316c2dfd8e877e0477cbeabdd323b3,5.795756688642279,Biloxi Bay,Rare
c836f5dc093c3fb0557f40662317231b,1,Biloxi Bay,Rare
c838fe66bc8930836b2ef9bc4f5231cd,1,Biloxi Bay,Rare
c83ca209a4f0e32cdae0536f5b5da342,1,Biloxi Bay,Rare
c8472ac3c0c2a159c39be12b33592ed9,1.8747843583179014,Biloxi Bay,Rare
c84d0079c187dba853e70baf8bed608d,1,Biloxi Bay,Rare
c852095bf3979b62d1ed07705fce15e7,1,Biloxi Bay,Rare
c8533ab7277a83c53493bb4bbe4868fb,1,Biloxi Bay,Rare
c8569872eb7d53e9cf2825c7c9dc0cff,1,Biloxi Bay,Rare
c8581cce90ecaa47a992f4d7f2af1120,1.9625389520737702,Biloxi Bay,Rare
c85d50fa6a5a235fb69763ad2ff2a578,1,Biloxi Bay,Rare
c85d826d0035e5ff87bea243dba7dc19,1,Biloxi Bay,Rare
c85edbd5a77416b8dea37a33ee121d8b,1,Biloxi Bay,Rare
c863321eb19fbdd1b708d6de0bcc7f08,5.650114759675437,Biloxi Bay,Rare
c86ef26b83415dee4c6225396c61d042,1,Biloxi Bay,Rare
c877286baadef35b25572875cc05b83c,1,Biloxi Bay,Rare
c87b8ce8512a4fd5cc55b2e600895a48,1,Biloxi Bay,Rare
c87c55f1f9a2f19d86c154cbac667424,6.92749335561697,Biloxi Bay,Rare
c87e4a9f10c44ee47eee3218d00ba216,1,Biloxi Bay,Rare
c88480c6b6c242cedb8808986d65bab2,1,Biloxi Bay,Rare
c884f289acc41f602b4be44ee4cfc6c5,1,Biloxi Bay,Rare
c88772b36d95871dde6abb125ba4e28a,1,Biloxi Bay,Rare
c889ff1bfd3ac677f380d8ece7ddf3e7,1,Biloxi Bay,Rare
c88d74c5e461406b8e8b3e51e3b336ca,1,Biloxi Bay,Rare
c8920318437fcf525660799d8d5024ca,1,Biloxi Bay,Rare
c8923670b0fd0b45a8fc26a90109cadf,1,Biloxi Bay,Rare
c8944b47639771e5624190aa13d5449e,1,Biloxi Bay,Rare
c895bdcec95d0a9aa304cfe892b49a9f,1,Biloxi Bay,Rare
c8982b0d650b7436594c17d69ee8e922,1,Biloxi Bay,Rare
c899b057b2e4d90618ea63631a16ecab,3.849927887376393,Biloxi Bay,Rare
c89c902db12d897c06a09ec6644021e1,1,Biloxi Bay,Rare
c8a79ca49231ad56dc2c3048be749956,1,Biloxi Bay,Rare
c8a9f30ffbb06f7712dd377fd54971a0,1,Biloxi Bay,Rare
c8bbc0ade996e0b97fd98be1701f63ae,1,Biloxi Bay,Rare
c8bfdd733de9880c62706b01cd579fa0,1,Biloxi Bay,Rare
c8c0299439328fa627436ee6e5fcac4f,1,Biloxi Bay,Rare
c8c2657f655893b6eae2b951f4192052,1,Biloxi Bay,Rare
c8ca82f74ee6221904c22875dca78aca,1,Biloxi Bay,Rare
c8d1879532edd2afdf88ecb6445cd62f,1,Biloxi Bay,Rare
c8d8d7a71c61c37ca541fd1c80d01c4b,1,Biloxi Bay,Rare
c8d91b8238cba524d739bb8b7e95d7be,1,Biloxi Bay,Rare
c8d93c4054d2144b2343540e95f05d6f,1,Biloxi Bay,Rare
c8dcfd2bca4f6ca5367225c0e0395332,1,Biloxi Bay,Rare
c8dda437b543c3ab6dfe2cbf6af95f0b,1,Biloxi Bay,Rare
c8e017d01f6d2ee0351336f85c04f30b,1,Biloxi Bay,Rare
c8e1e15ac5c1433c26b6ec2cc465a590,1,Biloxi Bay,Rare
c8e2708801922c0151756416ae2f95ce,1,Biloxi Bay,Rare
c8e8aea4e5542d29289a71ced31cb585,1,Biloxi Bay,Rare
c8e8d63173d98535a350e73b7ea15758,1,Biloxi Bay,Rare
c8efc6979cbb4fcb784c05bfb3e35679,1,Biloxi Bay,Rare
c8f4281a594f0e343737caf111b988f0,1,Biloxi Bay,Rare
c8f5ae1916903d32e9b8806c31a6edd8,1,Biloxi Bay,Rare
c8f5b4a238f1fe45760c0b62ead125d7,1,Biloxi Bay,Rare
c8fa3907e96d7e8da6c537a5b5e1cade,1,Biloxi Bay,Rare
c901b82036965032124098c22f46d773,1,Biloxi Bay,Rare
c90608ef8b12123f65e8baf036665827,1,Biloxi Bay,Rare
c90851e8291c6f3d850895f25dd5ca4a,1,Biloxi Bay,Rare
c90cb94d7c30c7bb34e09ee0fc4f4719,1,Biloxi Bay,Rare
c912f80326482914c9add4b2c550aebc,1,Biloxi Bay,Rare
c9143f7ca367fd39a7f14466fc9e66cc,1,Biloxi Bay,Rare
c91fe7c61f1684fc957a3e240336ca78,1,Biloxi Bay,Rare
c921b829cd1a7903fb1fa9f6b1dcba03,2.7897868846096814,Biloxi Bay,Rare
c92246cb8f18b7f38dbc795a9cc23557,1,Biloxi Bay,Rare
c923449cbaadf8dc1906cdb8d3dce4c2,3.3770143576177247,Biloxi Bay,Rare
c92d8a0c4f74ee97ea2b342ca4d22f12,1,Biloxi Bay,Rare
c930295619ccfd7418c4596f4a320c32,1,Biloxi Bay,Rare
c933898ed0b734d465c2241d21969ecf,1.975511440836341,Biloxi Bay,Rare
c93488b42e45603677c37aa75f70d2ab,1,Biloxi Bay,Rare
c9395fbf0a5c884403e0339ecc54723b,1,Biloxi Bay,Rare
c939ff087884282d53104f135b67afa0,1.5112976701510024,Biloxi Bay,Rare
c93cee7347e6d9c7b189fb01fa3a4336,1,Biloxi Bay,Rare
c9450d13ec9629a60f6c282aa39d0094,1.9687033795855897,Biloxi Bay,Rare
c94af6179bde3403b7350219e0d630ac,1,Biloxi Bay,Rare
c94c1ee7d551c57a32fa9cde63a5ccce,1,Biloxi Bay,Rare
c94f11bac0e4b5bf1ac3ee4a7c8c2ae4,1,Biloxi Bay,Rare
c9501e416422f261da7e89631312709a,1,Biloxi Bay,Rare
c950f17bb8dc70c8fe05c6fbd4f9280a,1,Biloxi Bay,Rare
c951d54aeb7d7b78d3964b0eab032e3f,1.5864001400689627,Biloxi Bay,Rare
c956810802d627676283a4491ae9c001,1,Biloxi Bay,Rare
c95d25970864f66d566d414c5fefc8ca,1,Biloxi Bay,Rare
c95fc4c78d9bfa9fcbca1f7835840a73,1,Biloxi Bay,Rare
c96c6130215eae10b30e014b6811fc30,1,Biloxi Bay,Rare
c97054be62fce11f0779838cbab4d049,1,Biloxi Bay,Rare
c971fbee9a12e1666ae1bc87577bb2ae,1,Biloxi Bay,Rare
c9729e708e610643b7af66dbb8ed4f85,1,Biloxi Bay,Rare
c9762fa5ee0f5cbe5cdf787029139c5d,1,Biloxi Bay,Rare
c9790c9f35f4bc0af825abcf541c524a,1.8910119668759606,Biloxi Bay,Rare
c97af03f738ff7ef02db85ccbd65ddf3,1,Biloxi Bay,Rare
c97f3b933f093b1e25518584a7ffee04,1,Biloxi Bay,Rare
c98083c7b38aa3102bc9c923b03183a0,1,Biloxi Bay,Rare
c98962bf9038fc751773f28934e18cd2,1,Biloxi Bay,Rare
c98a3c101848b52f445fb3568b5ea3ce,1,Biloxi Bay,Rare
c98a6ed7989e75f4e6cdd4b43d9769fc,1,Biloxi Bay,Rare
c9933073d9be6075c12ea6d1b5523f94,1,Biloxi Bay,Rare
c9972df10cbc86e4e4398f82700d6d1e,1.9998611181780808,Biloxi Bay,Rare
c998dca9b9c21630ec6b8cd6cffac6c4,2.804865571258589,Biloxi Bay,Rare
c99a60ba6a2cd93e62aca4bb80b42ad0,1,Biloxi Bay,Rare
c9a0c2c122e1040792cff3064d3c9508,1,Biloxi Bay,Rare
c9afd4c704767cdb2b19f6e26b9d7879,1,Biloxi Bay,Rare
c9b1359fb87d0285cf9ca229831a27a8,1,Biloxi Bay,Rare
c9b4c6438c8723db6c994910125baca7,1,Biloxi Bay,Rare
c9b5b185d87418c53ca65182b17dcfff,1.9953000221181458,Biloxi Bay,Rare
c9bd3847d65c6a1b6d2b23efe6e6c6a8,1,Biloxi Bay,Rare
c9bdcc50f3cbf4c8023d66f3e77fe4ff,1,Biloxi Bay,Rare
c9c2fff1e69ead03e53841eeda11a9fa,1,Biloxi Bay,Rare
c9c80c0a1a79fdf4798f7dc84769cf7d,1,Biloxi Bay,Rare
c9c9aace2d1e2cc9da37dd92b9a78615,1,Biloxi Bay,Rare
c9d1cd4ddf15704f85cc69ca95907789,1,Biloxi Bay,Rare
c9d9ebca0e6f9d54f47e9df684752b23,1.822767904157483,Biloxi Bay,Rare
c9db45cd4032c928028809fb75cf22d7,1,Biloxi Bay,Rare
c9df48591dabbbfaca75a96d1a0cabdf,1,Biloxi Bay,Rare
c9e452a8756f47d9f9386d26d67c6658,1,Biloxi Bay,Rare
c9eb797d0960f6b3fb20a73439ab5875,1.8631715098724173,Biloxi Bay,Rare
c9ec746e8ff02f7a341659a92c91bf67,1,Biloxi Bay,Rare
c9f490a84ecff728c954e2448e0b10b8,1,Biloxi Bay,Rare
c9f5be65dd0fe3fa6bad286c1461fd8b,1,Biloxi Bay,Rare
c9fb570446e70f1a8dbf6dbeb4b2312f,1,Biloxi Bay,Rare
c9fbd86bf9a3d47b0254a943064ad72a,3.1816003601384097,Biloxi Bay,Rare
c9ff2e4b9d9686023464871087158240,1,Biloxi Bay,Rare
ca07af12f3c66461f8e61be4b18ee8c3,1,Biloxi Bay,Rare
ca13bb4e0398164e9b167b53ae804a2f,1,Biloxi Bay,Rare
ca1865bd9128486b0139282397717606,2.975030572366879,Biloxi Bay,Rare
ca187eae8ce7584272b880b03ad60381,1,Biloxi Bay,Rare
ca1cf251e0545f72d1f5984fd0867383,1,Biloxi Bay,Rare
ca2014c89309d86caefbf533615d4c39,1,Biloxi Bay,Rare
ca289c54c4f975b83eb37fbcd1bead15,1,Biloxi Bay,Rare
ca2a96bdbde5a71be05e76a2688132c0,1,Biloxi Bay,Rare
ca368e5eb261b30ff2593ed0fdcd5b0c,1,Biloxi Bay,Rare
ca3c7aa2ca1ea5587bba84d31b917283,1,Biloxi Bay,Rare
ca3e65d37cb4a481d9474d69a6adf8ef,1,Biloxi Bay,Rare
ca3f5d60df14c14483b35591010a7fd9,1,Biloxi Bay,Rare
ca459b7f365d88bbcba9295544787d84,1,Biloxi Bay,Rare
ca45d074b759dbabd9b993abcda80915,1.9861220189049313,Biloxi Bay,Rare
ca4a96488aa25da8cada3738849dd733,1,Biloxi Bay,Rare
ca549d4327d03defa031307c98f7d206,2.9939177880539574,Biloxi Bay,Rare
ca59045a39dce80d177ffac70c86f35a,1,Biloxi Bay,Rare
ca5e909a0fead103e4a592f7410d4fb0,1,Biloxi Bay,Rare
ca5ecd62c4b5cd6fc1f5b2b419269e5d,1,Biloxi Bay,Rare
ca67f696e786708c3cac77e6075a48c5,1.7220565926661344,Biloxi Bay,Rare
ca689abe9a2c53e4e83a82f9ecf621c2,1,Biloxi Bay,Rare
ca6a2ad1c44087965d96648477cc8cde,1,Biloxi Bay,Rare
ca74477c639fadeeaec3b16f43b4db9a,2.7487823494658854,Biloxi Bay,Rare
ca7feac71850d8496d5042fe6ec355c0,1,Biloxi Bay,Rare
ca8136fadfd7b10c950069a6c5490a31,1,Biloxi Bay,Rare
ca8760f2396c680b460b7765a15b0b63,1,Biloxi Bay,Rare
ca8d4925240813d609839cc704c5e0dc,1,Biloxi Bay,Rare
ca972763a9d64f6eb4634c12024d0984,1,Biloxi Bay,Rare
ca9fc221f38aed381fbef8208885d9d5,1,Biloxi Bay,Rare
cab1d5332fbd34909eb0d89000d605a7,2.3528185965843065,Biloxi Bay,Rare
cab1ffaca147137e1023f5a8f1d22b61,1,Biloxi Bay,Rare
cab26d5216d4ea63c66af5d6c010d5b9,1,Biloxi Bay,Rare
cab5f1d2c895e35ee4dde966fcef1760,1,Biloxi Bay,Rare
cab63f8b3a24e3c46be3b7277a2f45af,1,Biloxi Bay,Rare
cab6cd89e127e4784e3918301c650a00,1,Biloxi Bay,Rare
cab934aa99ba6e280172436bccf56493,1,Biloxi Bay,Rare
cabc4e57850096995688651c4606c1e0,1,Biloxi Bay,Rare
cac388ca726a10494700bb0e1c0700a4,1,Biloxi Bay,Rare
cac4c9cb97f7e0bd9366ad52cf61c93c,1,Biloxi Bay,Rare
cac919e6d68c66fc19966b327a8c55b7,1,Biloxi Bay,Rare
cacdcf84284506f370782538c9f0d05c,1,Biloxi Bay,Rare
cacdec0952f4748255cd88997099618c,1,Biloxi Bay,Rare
cad575d2aef658db534faecd0cb271ae,2.6442678668527395,Biloxi Bay,Rare
cad99628fc3a2cc8b8cac623d8e6114f,1.6270560471458926,Biloxi Bay,Rare
cadde7b0e100ee6dd0c79ede7d9a8fdc,1,Biloxi Bay,Rare
cadf09d97852f7598ffcc8d4bd03b203,1,Biloxi Bay,Rare
caeb25129e05c529aa9b00671d9699f0,1,Biloxi Bay,Rare
caf089dc41f0528a43942b5767478dae,1,Biloxi Bay,Rare
caf1612dd096c099bee6376b895f87f2,1,Biloxi Bay,Rare
caf94d1dd52f06358cd992edafc3e5b4,1,Biloxi Bay,Rare
caf9961dca94375e5695e2dbb1a6a7f9,1,Biloxi Bay,Rare
cafe39203c14827a2ab0a6faec0a0aa2,1,Biloxi Bay,Rare
cb01c1af0b9ff9167e5971030a9e0ff4,1,Biloxi Bay,Rare
cb064139841de3bf9a3584d1584c4601,1.9986330638234184,Biloxi Bay,Rare
cb0dce40cd9f71748d66846098e9df2a,2.497828414444609,Biloxi Bay,Rare
cb0e743aaefecc4af7ce11307a2502d9,1,Biloxi Bay,Rare
cb15d7809c61edfb37373cdf3cd28fd1,6.394641651923947,Biloxi Bay,Rare
cb169bd6193e603b2af70c9b259778c7,1,Biloxi Bay,Rare
cb1e6323c0e850e71db652143e696d5c,1,Biloxi Bay,Rare
cb1e95d5a6f519ab44c66b1891d8a987,1,Biloxi Bay,Rare
cb1f22a56aa38c7bcb117f94a3df51f7,1,Biloxi Bay,Rare
cb352035b139b012284f434393c5e099,1,Biloxi Bay,Rare
cb3785267813a0182bd8013007a8aa26,1,Biloxi Bay,Rare
cb3892a7db79318b43258364daca7bdc,1,Biloxi Bay,Rare
cb45b9d5aa178f0ec9d485e152a751ff,1,Biloxi Bay,Rare
cb463227084193343ac4de15434e3f60,1,Biloxi Bay,Rare
cb522a6b5574009f619a83029f02ad58,1.823698195794845,Biloxi Bay,Rare
cb59851c2683a7168fc72e2d6b9ce723,1.9693465449905532,Biloxi Bay,Rare
cb5a757bba54683ec3141bf18b036710,1,Biloxi Bay,Rare
cb603da8e0d4d792f27d5e583b44b1b5,1,Biloxi Bay,Rare
cb61b1841c30e0256f190695861c5591,1,Biloxi Bay,Rare
cb627442ba14ac37a59f2efc38312076,1,Biloxi Bay,Rare
cb63aa8825e0a2d758a586ac8e8af23f,1,Biloxi Bay,Rare
cb6d647ece1d646eb4c9ad72d411231f,1,Biloxi Bay,Rare
cb711b7fa8de80fcf734cb1f4a70a90a,1.2842577833861275,Biloxi Bay,Rare
cb75d6fcf6abe1ffca95201fa4455089,1,Biloxi Bay,Rare
cb7949fd85028f9ea3f1ec8e2616bcc8,1,Biloxi Bay,Rare
cb7dcb0c331121f0fa8238a9d6d9e681,1,Biloxi Bay,Rare
cb7e9ebb6bd94ab94109c5d3e910e12e,1,Biloxi Bay,Rare
cb7ff74df9ec2ac3edf92a00c93fcfd7,1,Biloxi Bay,Rare
cb8e951ce77974c1e96ff6ae3a34a7c9,1,Biloxi Bay,Rare
cb8f32d51384bb49dc1e197d94849682,1,Biloxi Bay,Rare
cb8f5ca6a7c6009e0cbd37672fc376ad,1,Biloxi Bay,Rare
cb9778f5dda6e251b22ba4d7d0dfe159,2.8395141612991943,Biloxi Bay,Rare
cb9afa445195276ea4a5e0c583b54a57,1,Biloxi Bay,Rare
cba01451e560c1213e2a01d76bf06c16,2.167771376601993,Biloxi Bay,Rare
cba476a22bf47b29bafb2c1417ee5e61,1,Biloxi Bay,Rare
cba60e85d621a2a53ca03d78cc5a8ad2,1,Biloxi Bay,Rare
cba98c1150694191a1b9d28c9ca487d5,1,Biloxi Bay,Rare
cbad062a3ecdcf8fb928e4a881e18512,1,Biloxi Bay,Rare
cbae42bfd3774d85208aaa6cc8c4145c,1,Biloxi Bay,Rare
cbaf2c9fb2cdab408ae86b612c7b4d44,1,Biloxi Bay,Rare
cbb69280bded6e9c576b41c5f27a347e,1,Biloxi Bay,Rare
cbc1da808145f339f7da3f1c939d2346,1,Biloxi Bay,Rare
cbcc104f04f95ac368e3d411315aa73c,1,Biloxi Bay,Rare
cbcc2c3cb50daf68d58f1a4d278c2363,1,Biloxi Bay,Rare
cbd3fe7f33cabc78361127fc2865fbaa,1,Biloxi Bay,Rare
cbd673eef47c0f466ef723ea8c48a8d7,1,Biloxi Bay,Rare
cbdfbfaa2a0b144711a40fba6f4d8968,1,Biloxi Bay,Rare
cbdfc994e0d058cc813a80b6e49a712a,1,Biloxi Bay,Rare
cbe90f3ae333930ae84505bd6e07ac77,1.5170825873594433,Biloxi Bay,Rare
cbefd8c426aeb0ea8029a0183f0e6dac,1,Biloxi Bay,Rare
cbf27bdc30c76a1fade8c37e8151807f,1,Biloxi Bay,Rare
cbf578727f10ad20a27ec2a35b4712d7,1,Biloxi Bay,Rare
cbf6a5e350ba5f80b17e3406453df9c5,1,Biloxi Bay,Rare
cbf6ddfe0d458ff2c6e3701fa0f5f5ec,1,Biloxi Bay,Rare
cbfbc22b7ea906f997a8aef639c4e0ab,1,Biloxi Bay,Rare
cc005d155d9d42c238411f1ed68f317b,1,Biloxi Bay,Rare
cc0c27d7bf089f410b3836d86313be05,1,Biloxi Bay,Rare
cc0cda2b7ba3ee3434ff8c93f1e8724c,1,Biloxi Bay,Rare
cc0ce23a498b14dfb7879796b998337a,1,Biloxi Bay,Rare
cc148c37c7158e96bcbbbfd052206bd4,1,Biloxi Bay,Rare
cc14de5e20e665ad2dbdabd8de41c63f,1,Biloxi Bay,Rare
cc1a0b9ee2b60807052e42a8a3d097dd,1,Biloxi Bay,Rare
cc1ffc90f776516bf6824c78af06132a,1,Biloxi Bay,Rare
cc240d1f0cbbceca420c4327a38dfe2e,1,Biloxi Bay,Rare
cc290032796f2711771f3bda55d125f6,1,Biloxi Bay,Rare
cc290e6160b23d23f592b01b8e98842d,1,Biloxi Bay,Rare
cc2cd110647582335257655415f055b4,1.8279343407934923,Biloxi Bay,Rare
cc2de91a5dc981062a69933f0a2b2ff9,1,Biloxi Bay,Rare
cc315dc4d9daa088225fdc83bbf91ab8,1,Biloxi Bay,Rare
cc34bd3b51fe14536bdbf547db52b965,1,Biloxi Bay,Rare
cc376413268f311c9c5dff784654270d,1,Biloxi Bay,Rare
cc38d7bd5c227db96509219fef7dbe69,1,Biloxi Bay,Rare
cc3b7c6252179dd9a285a696d9fccb61,2.403289041862561,Biloxi Bay,Rare
cc3cef7f117b9c1a2d5e3f818e702bf4,1,Biloxi Bay,Rare
cc4091666b3ec07bd752a5fa1670dcd7,1,Biloxi Bay,Rare
cc45cb832f0815975e65d9724bd4da7c,1,Biloxi Bay,Rare
cc47eefb8ec87d12a48c27f96cd4a646,1,Biloxi Bay,Rare
cc531179cb16415b284ab9a47531b08c,1,Biloxi Bay,Rare
cc53ea0b5cd4b039784b980a5229f00a,1,Biloxi Bay,Rare
cc55b81405725e340de36827ad969ce4,1,Biloxi Bay,Rare
cc5652985909d37f025cb085a35589fa,1,Biloxi Bay,Rare
cc6109c837e3c587c9f4ac69aabffc56,1,Biloxi Bay,Rare
cc628cd656b30195d5296e603d51b15a,1,Biloxi Bay,Rare
cc6468e28a2e4fd60c82bbf224ca99fd,1,Biloxi Bay,Rare
cc6510b9ef2e9daa1950a6037f58df31,2.970440690261073,Biloxi Bay,Rare
cc68e893e9e98dc8643c305e355579f4,1,Biloxi Bay,Rare
cc70a514965c0eac87f840423669f75d,1,Biloxi Bay,Rare
cc7c5c2b3d342bdeec988db0ec912335,4.55767795742461,Biloxi Bay,Rare
cc7f58a54753cb92e212c01e6fea6ded,4.179287358714873,Biloxi Bay,Rare
cc882f05171b300a87f3c8b9b7fa1399,1,Biloxi Bay,Rare
cc8a5dc1dc1c367c4d8e9e75aa1f0474,1,Biloxi Bay,Rare
cc8ab813da08cc42821a9a7b45d2ff1f,1,Biloxi Bay,Rare
cc92472f810c381307a701dfc0af04b6,1,Biloxi Bay,Rare
cc9390209adba051f823257d5a55acad,1,Biloxi Bay,Rare
cc97282acb57b20cd944de4786540f46,1,Biloxi Bay,Rare
cc977c9600400b6dd77629c92e1f3209,1,Biloxi Bay,Rare
cc9b2d83126f54c2757cefb9777b842b,1.4742050756300464,Biloxi Bay,Rare
cc9b772ec1831531b6857fa62a335639,1,Biloxi Bay,Rare
ccab257ae3f06e076ecf7a31df7c03e5,1,Biloxi Bay,Rare
ccace49b5d31a0676488361d19d8c571,1,Biloxi Bay,Rare
ccaf8507272257d939465eaba84806ca,1,Biloxi Bay,Rare
ccb9696e6c40995511d3e19150cf13d0,1,Biloxi Bay,Rare
ccc235a7f740bf7523cf107029b8f8c3,1,Biloxi Bay,Rare
ccc23b68c786fbb7e6d0873b168ca07f,1,Biloxi Bay,Rare
ccc2df8326636e8625a8959ea63b554a,1,Biloxi Bay,Rare
ccc4cbf4776c302542681e639d5e9629,1,Biloxi Bay,Rare
cccf552c5d1f5524807ce9165d9cf2f4,1,Biloxi Bay,Rare
cccfbe7affadcf8dbfb3a02bfc640190,1,Biloxi Bay,Rare
ccd2b47974acaeb9153a9060dcad421c,1,Biloxi Bay,Rare
ccd321ca8824b4e9bf9c508ccd3f1e32,3.615353611266399,Biloxi Bay,Rare
ccd7ef6ffa202fabaa47a4a1177b6ed0,3.481195049244745,Biloxi Bay,Rare
ccd90b97f6ada17858f3d1d47bf9077c,1,Biloxi Bay,Rare
ccd93614e2f4d354aab93214e4905fb5,1,Biloxi Bay,Rare
cce06d9e24da11ac79df2afa2a95ed9b,1,Biloxi Bay,Rare
cce1a639ec1187dfebf49d29b0c06c43,1,Biloxi Bay,Rare
ccec7a2275e279f0cbdd9f91375e8d15,1,Biloxi Bay,Rare
cceea0ec4cfd9aa62be82f2e8a92dff7,1.5832098348522967,Biloxi Bay,Rare
ccef006937699e2ff67c40ab232f7bc4,2.1703301666924046,Biloxi Bay,Rare
ccf051d572c30679c20f213e02493fdc,1,Biloxi Bay,Rare
ccf7ba60014f2eea466c6bbe7eaad273,1,Biloxi Bay,Rare
ccfc8f7ac694a808929b28a7ba67852e,1,Biloxi Bay,Rare
cd06d62d53521d48712c1de53893c3ca,1,Biloxi Bay,Rare
cd10337d6c5e6fffd5dbd8af52314cc7,2.5718620270998946,Biloxi Bay,Rare
cd12c0152f396a419da82a493c77fb56,1,Biloxi Bay,Rare
cd13e632a2b71de03736324c810856e6,1,Biloxi Bay,Rare
cd1a21c848f25461b5692c3e7a96e971,1,Biloxi Bay,Rare
cd1b0bed4e0ea6f8447efe9cd596f59b,1,Biloxi Bay,Rare
cd1c4804e6b54ea14dbab4da81a96916,2.2939160689658706,Biloxi Bay,Rare
cd277decb57bab5b46ff47c559554bf5,1,Biloxi Bay,Rare
cd2a6be1a841eca19f7e53e13a40dbb6,1,Biloxi Bay,Rare
cd32c392a95e16faac94f3d7dfb5a698,1,Biloxi Bay,Rare
cd364426caf150d9dae19453267638eb,1,Biloxi Bay,Rare
cd371c41f6174bab2b4caac76d3fcf0c,1,Biloxi Bay,Rare
cd3da7ddbe814bfd331450d1dba33adc,1,Biloxi Bay,Rare
cd4bbd708b6cd63a9ac0c490d31a9a3c,1,Biloxi Bay,Rare
cd4bd37f8cd6d0fc4ff5b2a1b135b697,1,Biloxi Bay,Rare
cd4c9592b527e40741907e03b25b952c,1,Biloxi Bay,Rare
cd53fbb0b2e462db13605496a85063e6,1,Biloxi Bay,Rare
cd59c8ba0733b75197c519a9cb11a342,1,Biloxi Bay,Rare
cd59ec753d6d04f5e5daa46d518c87b5,1,Biloxi Bay,Rare
cd653096573f1b0f91b1e5a7bef2eef3,1,Biloxi Bay,Rare
cd6e192106af8160ed3d4ff19a593f28,1,Biloxi Bay,Rare
cd7b2b4a81b72a175c0690245faff415,1.672150276912678,Biloxi Bay,Rare
cd7e734443cf2700a61eef4833b236bd,1,Biloxi Bay,Rare
cd863c2a9707cae7fb3ae394d74634b0,1,Biloxi Bay,Rare
cd8a0414cc992495168565dfb62350b6,1,Biloxi Bay,Rare
cd8ca72a190403fc2a9dffe2304a0bda,1,Biloxi Bay,Rare
cd8f12f4d194379e68eca5e01f74dbb9,4.1447441963944325,Biloxi Bay,Rare
cd92961b7b79e4622c476ba390038a7c,1,Biloxi Bay,Rare
cd992c290a993706edcd3c960d35306b,1,Biloxi Bay,Rare
cda7fe608e2d6a70dd821bb05560fe05,2.172643338203154,Biloxi Bay,Rare
cdafc10b8dd17d6fad0146c63a1432e8,1,Biloxi Bay,Rare
cdb03b321ab35228690bc84e988584af,1,Biloxi Bay,Rare
cdb5d29992b31379b35cc6c8e3a4559e,1,Biloxi Bay,Rare
cdbb3ccfed357c1476ba86b98faf3b13,1,Biloxi Bay,Rare
cdbd18b8134fe3d437336ed3f7191cd7,1,Biloxi Bay,Rare
cdc23daf3b8a36b79198fe14fa601e71,1,Biloxi Bay,Rare
cdccb595de80ac4ec1c3c945a9e43c4c,1.2108916415089417,Biloxi Bay,Rare
cdcd8ebe200dcb2ed5e8f8c1cbd6ecb4,1,Biloxi Bay,Rare
cdcf97911ea460d3887c53a8bd81bca4,1,Biloxi Bay,Rare
cdd10efe49d83f0ae65ae3542dc81f83,1.7872094675012058,Biloxi Bay,Rare
cdd4082b65da2a87e008e989dd229db7,1,Biloxi Bay,Rare
cdd50cb2936c9b0eb1d2cf5dca2488c7,1,Biloxi Bay,Rare
cde5fe6fe8ed091548161b16e38ab316,1,Biloxi Bay,Rare
cdea33d869fce74b42335793c78de8c8,1,Biloxi Bay,Rare
cded480474cb9429d088f9c29282a165,1,Biloxi Bay,Rare
cdedb5caa7835b927292937d7b587236,1,Biloxi Bay,Rare
cdf467fcbb98d20d524f2c90e68866b4,1,Biloxi Bay,Rare
cdf4d41451eef34071e569c90affea0c,1,Biloxi Bay,Rare
cdf65b8c431e472cad5c381e11c02df8,1,Biloxi Bay,Rare
cdf69dc880520163cdeea957d3e51da4,1,Biloxi Bay,Rare
cdf97511e6ab6863b5cdc4ec6f16f123,1,Biloxi Bay,Rare
cdffe4a8ec9716098d705b1b78814697,1,Biloxi Bay,Rare
ce01d202dde0593a80b60528cd5c3b02,2.7263778769647833,Biloxi Bay,Rare
ce14e3fd0196c652a32bad40dfdf648e,6.021530004740648,Biloxi Bay,Rare
ce14f09b7b182465a344f2302b6f9f65,1,Biloxi Bay,Rare
ce1c1328243f5898fd278c4926b7442e,1,Biloxi Bay,Rare
ce1ea0a245a82ac465c073cf5993ed0d,1,Biloxi Bay,Rare
ce1f6d70c239fb16d252803dda7a6df5,1,Biloxi Bay,Rare
ce20a3ccb1397dccb59ce48a4842e98e,1,Biloxi Bay,Rare
ce23f76977768d6bea4e0688238b631d,1,Biloxi Bay,Rare
ce297c8821304925d53e398756144a54,1,Biloxi Bay,Rare
