"","Sample","Measure","Value","sampleid","Location","Salinity"
"202","W_BIL_ST9_2025NOV_02","InvSimpson",377.338555698943,"W_BIL_ST9_2025NOV_02","Biloxi Bay","High Salinity"
"203","W_PAS_ST1_2025NOV_01","InvSimpson",444.551136717255,"W_PAS_ST1_2025NOV_01","Pascagoula Bay","Freshwater"
"204","W_PAS_ST1_2025NOV_02","InvSimpson",382.842346000468,"W_PAS_ST1_2025NOV_02","Pascagoula Bay","Freshwater"
"205","W_PAS_ST10_2025NOV_01","InvSimpson",625.197327906619,"W_PAS_ST10_2025NOV_01","Pascagoula Bay","High Salinity"
"206","W_PAS_ST10_2025NOV_02","InvSimpson",504.032893186609,"W_PAS_ST10_2025NOV_02","Pascagoula Bay","High Salinity"
"207","W_PAS_ST2_2025NOV_01","InvSimpson",193.266638626899,"W_PAS_ST2_2025NOV_01","Pascagoula Bay","Freshwater"
"208","W_PAS_ST2_2025NOV_02","InvSimpson",243.989992750448,"W_PAS_ST2_2025NOV_02","Pascagoula Bay","Freshwater"
"209","W_PAS_ST3_2025NOV_01","InvSimpson",114.470191175235,"W_PAS_ST3_2025NOV_01","Pascagoula Bay","Freshwater"
"210","W_PAS_ST3_2025NOV_02","InvSimpson",128.545464683018,"W_PAS_ST3_2025NOV_02","Pascagoula Bay","Freshwater"
"211","W_PAS_ST4_2025NOV_01","InvSimpson",153.313830536474,"W_PAS_ST4_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"212","W_PAS_ST4_2025NOV_02","InvSimpson",155.978560746826,"W_PAS_ST4_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"213","W_PAS_ST5_2025NOV_01","InvSimpson",171.636693178815,"W_PAS_ST5_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"214","W_PAS_ST5_2025NOV_02","InvSimpson",189.34032882735,"W_PAS_ST5_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"215","W_PAS_ST6_2025NOV_01","InvSimpson",112.291150741465,"W_PAS_ST6_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"216","W_PAS_ST6_2025NOV_02","InvSimpson",149.388878110067,"W_PAS_ST6_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"217","W_PAS_ST7_2025NOV_01","InvSimpson",151.293369189862,"W_PAS_ST7_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"218","W_PAS_ST7_2025NOV_02","InvSimpson",177.828241480972,"W_PAS_ST7_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"219","W_PAS_ST8_2025NOV_01","InvSimpson",146.820348419369,"W_PAS_ST8_2025NOV_01","Pascagoula Bay","High Salinity"
"220","W_PAS_ST8_2025NOV_02","InvSimpson",150.28757527529,"W_PAS_ST8_2025NOV_02","Pascagoula Bay","High Salinity"
"221","W_PAS_ST9_2025NOV_01","InvSimpson",155.984247930723,"W_PAS_ST9_2025NOV_01","Pascagoula Bay","High Salinity"
"222","W_PAS_ST9_2025NOV_02","InvSimpson",288.958150552252,"W_PAS_ST9_2025NOV_02","Pascagoula Bay","High Salinity"
"223","W_BIL_ST1_2025NOV_01","Fisher",292.068860330558,"W_BIL_ST1_2025NOV_01","Biloxi Bay","Freshwater"
"224","W_BIL_ST1_2025NOV_02","Fisher",379.714589508892,"W_BIL_ST1_2025NOV_02","Biloxi Bay","Freshwater"
"225","W_BIL_ST2_2025NOV_01","Fisher",328.715828184154,"W_BIL_ST2_2025NOV_01","Biloxi Bay","Freshwater"
"226","W_BIL_ST2_2025NOV_02","Fisher",389.267441886179,"W_BIL_ST2_2025NOV_02","Biloxi Bay","Freshwater"
"227","W_BIL_ST3_2025NOV_01","Fisher",383.800885873746,"W_BIL_ST3_2025NOV_01","Biloxi Bay","Freshwater"
"228","W_BIL_ST3_2025NOV_02","Fisher",328.715828184154,"W_BIL_ST3_2025NOV_02","Biloxi Bay","Freshwater"
"229","W_BIL_ST4_2025NOV_01","Fisher",362.142922176747,"W_BIL_ST4_2025NOV_01","Biloxi Bay","Moderate Salinity"
"230","W_BIL_ST5_2025NOV_01","Fisher",440.240137190539,"W_BIL_ST5_2025NOV_01","Biloxi Bay","Moderate Salinity"
"231","W_BIL_ST5_2025NOV_02","Fisher",458.181278215031,"W_BIL_ST5_2025NOV_02","Biloxi Bay","Moderate Salinity"
"232","W_BIL_ST6_2025NOV_01","Fisher",393.655591964256,"W_BIL_ST6_2025NOV_01","Biloxi Bay","Moderate Salinity"
"233","W_BIL_ST6_2025NOV_02","Fisher",397.506064727316,"W_BIL_ST6_2025NOV_02","Biloxi Bay","Moderate Salinity"
"234","W_BIL_ST7_2025NOV_01","Fisher",325.054047544714,"W_BIL_ST7_2025NOV_01","Biloxi Bay","Moderate Salinity"
"235","W_BIL_ST7_2025NOV_02","Fisher",390.637317319974,"W_BIL_ST7_2025NOV_02","Biloxi Bay","Moderate Salinity"
"236","W_BIL_ST8_2025NOV_01","Fisher",429.234011890345,"W_BIL_ST8_2025NOV_01","Biloxi Bay","High Salinity"
"237","W_BIL_ST8_2025NOV_02","Fisher",455.891986226966,"W_BIL_ST8_2025NOV_02","Biloxi Bay","High Salinity"
"238","W_BIL_ST9_2025NOV_01","Fisher",425.021407579262,"W_BIL_ST9_2025NOV_01","Biloxi Bay","High Salinity"
"239","W_BIL_ST9_2025NOV_02","Fisher",440.806626416423,"W_BIL_ST9_2025NOV_02","Biloxi Bay","High Salinity"
"240","W_PAS_ST1_2025NOV_01","Fisher",701.613475554628,"W_PAS_ST1_2025NOV_01","Pascagoula Bay","Freshwater"
"241","W_PAS_ST1_2025NOV_02","Fisher",540.907647301192,"W_PAS_ST1_2025NOV_02","Pascagoula Bay","Freshwater"
"242","W_PAS_ST10_2025NOV_01","Fisher",560.52900074731,"W_PAS_ST10_2025NOV_01","Pascagoula Bay","High Salinity"
"243","W_PAS_ST10_2025NOV_02","Fisher",502.577729963409,"W_PAS_ST10_2025NOV_02","Pascagoula Bay","High Salinity"
"244","W_PAS_ST2_2025NOV_01","Fisher",636.004333006386,"W_PAS_ST2_2025NOV_01","Pascagoula Bay","Freshwater"
"245","W_PAS_ST2_2025NOV_02","Fisher",638.211715877025,"W_PAS_ST2_2025NOV_02","Pascagoula Bay","Freshwater"
"246","W_PAS_ST3_2025NOV_01","Fisher",567.216506848377,"W_PAS_ST3_2025NOV_01","Pascagoula Bay","Freshwater"
"247","W_PAS_ST3_2025NOV_02","Fisher",589.574516093561,"W_PAS_ST3_2025NOV_02","Pascagoula Bay","Freshwater"
"248","W_PAS_ST4_2025NOV_01","Fisher",673.846959895831,"W_PAS_ST4_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"249","W_PAS_ST4_2025NOV_02","Fisher",443.358325004082,"W_PAS_ST4_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"250","W_PAS_ST5_2025NOV_01","Fisher",575.761765919721,"W_PAS_ST5_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"251","W_PAS_ST5_2025NOV_02","Fisher",479.79892999442,"W_PAS_ST5_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"252","W_PAS_ST6_2025NOV_01","Fisher",506.40347861146,"W_PAS_ST6_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"253","W_PAS_ST6_2025NOV_02","Fisher",515.559836246642,"W_PAS_ST6_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"254","W_PAS_ST7_2025NOV_01","Fisher",534.013973073979,"W_PAS_ST7_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"255","W_PAS_ST7_2025NOV_02","Fisher",525.358772558728,"W_PAS_ST7_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"256","W_PAS_ST8_2025NOV_01","Fisher",419.70185928898,"W_PAS_ST8_2025NOV_01","Pascagoula Bay","High Salinity"
"257","W_PAS_ST8_2025NOV_02","Fisher",436.845443273196,"W_PAS_ST8_2025NOV_02","Pascagoula Bay","High Salinity"
"258","W_PAS_ST9_2025NOV_01","Fisher",87.2800767172104,"W_PAS_ST9_2025NOV_01","Pascagoula Bay","High Salinity"
"259","W_PAS_ST9_2025NOV_02","Fisher",535.211018867006,"W_PAS_ST9_2025NOV_02","Pascagoula Bay","High Salinity"
"260","W_BIL_ST1_2025NOV_01","Pielou",0.843134794033725,"W_BIL_ST1_2025NOV_01","Biloxi Bay","Freshwater"
"261","W_BIL_ST1_2025NOV_02","Pielou",0.83061535462153,"W_BIL_ST1_2025NOV_02","Biloxi Bay","Freshwater"
"262","W_BIL_ST2_2025NOV_01","Pielou",0.878343307204717,"W_BIL_ST2_2025NOV_01","Biloxi Bay","Freshwater"
"263","W_BIL_ST2_2025NOV_02","Pielou",0.877749136166746,"W_BIL_ST2_2025NOV_02","Biloxi Bay","Freshwater"
"264","W_BIL_ST3_2025NOV_01","Pielou",0.887368759664138,"W_BIL_ST3_2025NOV_01","Biloxi Bay","Freshwater"
"265","W_BIL_ST3_2025NOV_02","Pielou",0.888552767346579,"W_BIL_ST3_2025NOV_02","Biloxi Bay","Freshwater"
"266","W_BIL_ST4_2025NOV_01","Pielou",0.875955092718529,"W_BIL_ST4_2025NOV_01","Biloxi Bay","Moderate Salinity"
"267","W_BIL_ST5_2025NOV_01","Pielou",0.867444363115499,"W_BIL_ST5_2025NOV_01","Biloxi Bay","Moderate Salinity"
"268","W_BIL_ST5_2025NOV_02","Pielou",0.86803837385997,"W_BIL_ST5_2025NOV_02","Biloxi Bay","Moderate Salinity"
"269","W_BIL_ST6_2025NOV_01","Pielou",0.849778737145063,"W_BIL_ST6_2025NOV_01","Biloxi Bay","Moderate Salinity"
"270","W_BIL_ST6_2025NOV_02","Pielou",0.863645428760408,"W_BIL_ST6_2025NOV_02","Biloxi Bay","Moderate Salinity"
"271","W_BIL_ST7_2025NOV_01","Pielou",0.902784681747266,"W_BIL_ST7_2025NOV_01","Biloxi Bay","Moderate Salinity"
"272","W_BIL_ST7_2025NOV_02","Pielou",0.887967567868842,"W_BIL_ST7_2025NOV_02","Biloxi Bay","Moderate Salinity"
"273","W_BIL_ST8_2025NOV_01","Pielou",0.892293596974538,"W_BIL_ST8_2025NOV_01","Biloxi Bay","High Salinity"
"274","W_BIL_ST8_2025NOV_02","Pielou",0.892952135263612,"W_BIL_ST8_2025NOV_02","Biloxi Bay","High Salinity"
"275","W_BIL_ST9_2025NOV_01","Pielou",0.888453829008555,"W_BIL_ST9_2025NOV_01","Biloxi Bay","High Salinity"
"276","W_BIL_ST9_2025NOV_02","Pielou",0.900788829952138,"W_BIL_ST9_2025NOV_02","Biloxi Bay","High Salinity"
"277","W_PAS_ST1_2025NOV_01","Pielou",0.903082632008889,"W_PAS_ST1_2025NOV_01","Pascagoula Bay","Freshwater"
"278","W_PAS_ST1_2025NOV_02","Pielou",0.902015410891411,"W_PAS_ST1_2025NOV_02","Pascagoula Bay","Freshwater"
"279","W_PAS_ST10_2025NOV_01","Pielou",0.923377985887936,"W_PAS_ST10_2025NOV_01","Pascagoula Bay","High Salinity"
"280","W_PAS_ST10_2025NOV_02","Pielou",0.911720482686628,"W_PAS_ST10_2025NOV_02","Pascagoula Bay","High Salinity"
"281","W_PAS_ST2_2025NOV_01","Pielou",0.868169790019603,"W_PAS_ST2_2025NOV_01","Pascagoula Bay","Freshwater"
"282","W_PAS_ST2_2025NOV_02","Pielou",0.884822082674493,"W_PAS_ST2_2025NOV_02","Pascagoula Bay","Freshwater"
"283","W_PAS_ST3_2025NOV_01","Pielou",0.842282695901356,"W_PAS_ST3_2025NOV_01","Pascagoula Bay","Freshwater"
"284","W_PAS_ST3_2025NOV_02","Pielou",0.848530581142177,"W_PAS_ST3_2025NOV_02","Pascagoula Bay","Freshwater"
"285","W_PAS_ST4_2025NOV_01","Pielou",0.856603273227171,"W_PAS_ST4_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"286","W_PAS_ST4_2025NOV_02","Pielou",0.869086303408198,"W_PAS_ST4_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"287","W_PAS_ST5_2025NOV_01","Pielou",0.859602364287516,"W_PAS_ST5_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"288","W_PAS_ST5_2025NOV_02","Pielou",0.87201349484816,"W_PAS_ST5_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"289","W_PAS_ST6_2025NOV_01","Pielou",0.836019733726473,"W_PAS_ST6_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"290","W_PAS_ST6_2025NOV_02","Pielou",0.854236311449894,"W_PAS_ST6_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"291","W_PAS_ST7_2025NOV_01","Pielou",0.856849416376095,"W_PAS_ST7_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"292","W_PAS_ST7_2025NOV_02","Pielou",0.863950847719544,"W_PAS_ST7_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"293","W_PAS_ST8_2025NOV_01","Pielou",0.858784721616376,"W_PAS_ST8_2025NOV_01","Pascagoula Bay","High Salinity"
"294","W_PAS_ST8_2025NOV_02","Pielou",0.856379756479216,"W_PAS_ST8_2025NOV_02","Pascagoula Bay","High Salinity"
"295","W_PAS_ST9_2025NOV_01","Pielou",0.919681837464229,"W_PAS_ST9_2025NOV_01","Pascagoula Bay","High Salinity"
"296","W_PAS_ST9_2025NOV_02","Pielou",0.888963682154561,"W_PAS_ST9_2025NOV_02","Pascagoula Bay","High Salinity"
"297","W_BIL_ST1_2025NOV_01","Coverage",0.996725,"W_BIL_ST1_2025NOV_01","Biloxi Bay","Freshwater"
"298","W_BIL_ST1_2025NOV_02","Coverage",0.99535,"W_BIL_ST1_2025NOV_02","Biloxi Bay","Freshwater"
"299","W_BIL_ST2_2025NOV_01","Coverage",0.99625,"W_BIL_ST2_2025NOV_01","Biloxi Bay","Freshwater"
"300","W_BIL_ST2_2025NOV_02","Coverage",0.995225,"W_BIL_ST2_2025NOV_02","Biloxi Bay","Freshwater"
"301","W_BIL_ST3_2025NOV_01","Coverage",0.9984,"W_BIL_ST3_2025NOV_01","Biloxi Bay","Freshwater"
"302","W_BIL_ST3_2025NOV_02","Coverage",0.996075,"W_BIL_ST3_2025NOV_02","Biloxi Bay","Freshwater"
"303","W_BIL_ST4_2025NOV_01","Coverage",0.99605,"W_BIL_ST4_2025NOV_01","Biloxi Bay","Moderate Salinity"
"304","W_BIL_ST5_2025NOV_01","Coverage",0.995225,"W_BIL_ST5_2025NOV_01","Biloxi Bay","Moderate Salinity"
"305","W_BIL_ST5_2025NOV_02","Coverage",0.995025,"W_BIL_ST5_2025NOV_02","Biloxi Bay","Moderate Salinity"
"306","W_BIL_ST6_2025NOV_01","Coverage",0.9971,"W_BIL_ST6_2025NOV_01","Biloxi Bay","Moderate Salinity"
"307","W_BIL_ST6_2025NOV_02","Coverage",0.9963,"W_BIL_ST6_2025NOV_02","Biloxi Bay","Moderate Salinity"
"308","W_BIL_ST7_2025NOV_01","Coverage",0.997325,"W_BIL_ST7_2025NOV_01","Biloxi Bay","Moderate Salinity"
"309","W_BIL_ST7_2025NOV_02","Coverage",0.99625,"W_BIL_ST7_2025NOV_02","Biloxi Bay","Moderate Salinity"
"310","W_BIL_ST8_2025NOV_01","Coverage",0.9956,"W_BIL_ST8_2025NOV_01","Biloxi Bay","High Salinity"
"311","W_BIL_ST8_2025NOV_02","Coverage",0.9951,"W_BIL_ST8_2025NOV_02","Biloxi Bay","High Salinity"
"312","W_BIL_ST9_2025NOV_01","Coverage",0.996125,"W_BIL_ST9_2025NOV_01","Biloxi Bay","High Salinity"
"313","W_BIL_ST9_2025NOV_02","Coverage",0.99575,"W_BIL_ST9_2025NOV_02","Biloxi Bay","High Salinity"
"314","W_PAS_ST1_2025NOV_01","Coverage",0.991275,"W_PAS_ST1_2025NOV_01","Pascagoula Bay","Freshwater"
"315","W_PAS_ST1_2025NOV_02","Coverage",0.993025,"W_PAS_ST1_2025NOV_02","Pascagoula Bay","Freshwater"
"316","W_PAS_ST10_2025NOV_01","Coverage",0.9966,"W_PAS_ST10_2025NOV_01","Pascagoula Bay","High Salinity"
"317","W_PAS_ST10_2025NOV_02","Coverage",0.9943,"W_PAS_ST10_2025NOV_02","Pascagoula Bay","High Salinity"
"318","W_PAS_ST2_2025NOV_01","Coverage",0.9901,"W_PAS_ST2_2025NOV_01","Pascagoula Bay","Freshwater"
"319","W_PAS_ST2_2025NOV_02","Coverage",0.99135,"W_PAS_ST2_2025NOV_02","Pascagoula Bay","Freshwater"
"320","W_PAS_ST3_2025NOV_01","Coverage",0.991425,"W_PAS_ST3_2025NOV_01","Pascagoula Bay","Freshwater"
"321","W_PAS_ST3_2025NOV_02","Coverage",0.9913,"W_PAS_ST3_2025NOV_02","Pascagoula Bay","Freshwater"
"322","W_PAS_ST4_2025NOV_01","Coverage",0.989525,"W_PAS_ST4_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"323","W_PAS_ST4_2025NOV_02","Coverage",0.9944,"W_PAS_ST4_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"324","W_PAS_ST5_2025NOV_01","Coverage",0.990725,"W_PAS_ST5_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"325","W_PAS_ST5_2025NOV_02","Coverage",0.993675,"W_PAS_ST5_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"326","W_PAS_ST6_2025NOV_01","Coverage",0.99275,"W_PAS_ST6_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"327","W_PAS_ST6_2025NOV_02","Coverage",0.9922,"W_PAS_ST6_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"328","W_PAS_ST7_2025NOV_01","Coverage",0.99275,"W_PAS_ST7_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"329","W_PAS_ST7_2025NOV_02","Coverage",0.9925,"W_PAS_ST7_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"330","W_PAS_ST8_2025NOV_01","Coverage",0.994725,"W_PAS_ST8_2025NOV_01","Pascagoula Bay","High Salinity"
"331","W_PAS_ST8_2025NOV_02","Coverage",0.9934,"W_PAS_ST8_2025NOV_02","Pascagoula Bay","High Salinity"
"332","W_PAS_ST9_2025NOV_01","Coverage",0.999975,"W_PAS_ST9_2025NOV_01","Pascagoula Bay","High Salinity"
"333","W_PAS_ST9_2025NOV_02","Coverage",0.9933,"W_PAS_ST9_2025NOV_02","Pascagoula Bay","High Salinity"
