"","Sample","Measure","Value","sampleid","Location","Salinity"
"206","W_PAS_ST10_2025NOV_02","InvSimpson",516.343678603092,"W_PAS_ST10_2025NOV_02","Pascagoula Bay","High Salinity"
"207","W_PAS_ST2_2025NOV_01","InvSimpson",199.056016573926,"W_PAS_ST2_2025NOV_01","Pascagoula Bay","Freshwater"
"208","W_PAS_ST2_2025NOV_02","InvSimpson",238.241581075686,"W_PAS_ST2_2025NOV_02","Pascagoula Bay","Freshwater"
"209","W_PAS_ST3_2025NOV_01","InvSimpson",115.179091769789,"W_PAS_ST3_2025NOV_01","Pascagoula Bay","Freshwater"
"210","W_PAS_ST3_2025NOV_02","InvSimpson",131.164241097268,"W_PAS_ST3_2025NOV_02","Pascagoula Bay","Freshwater"
"211","W_PAS_ST4_2025NOV_01","InvSimpson",157.320883109654,"W_PAS_ST4_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"212","W_PAS_ST4_2025NOV_02","InvSimpson",156.983779690098,"W_PAS_ST4_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"213","W_PAS_ST5_2025NOV_01","InvSimpson",180.202974320392,"W_PAS_ST5_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"214","W_PAS_ST5_2025NOV_02","InvSimpson",187.024862024708,"W_PAS_ST5_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"215","W_PAS_ST6_2025NOV_01","InvSimpson",115.91011029117,"W_PAS_ST6_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"216","W_PAS_ST6_2025NOV_02","InvSimpson",146.799041846998,"W_PAS_ST6_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"217","W_PAS_ST7_2025NOV_01","InvSimpson",154.529797564699,"W_PAS_ST7_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"218","W_PAS_ST7_2025NOV_02","InvSimpson",177.582928197937,"W_PAS_ST7_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"219","W_PAS_ST8_2025NOV_01","InvSimpson",146.787338923596,"W_PAS_ST8_2025NOV_01","Pascagoula Bay","High Salinity"
"220","W_PAS_ST8_2025NOV_02","InvSimpson",148.962335201632,"W_PAS_ST8_2025NOV_02","Pascagoula Bay","High Salinity"
"221","W_PAS_ST9_2025NOV_01","InvSimpson",156.595426976645,"W_PAS_ST9_2025NOV_01","Pascagoula Bay","High Salinity"
"222","W_PAS_ST9_2025NOV_02","InvSimpson",289.416696472414,"W_PAS_ST9_2025NOV_02","Pascagoula Bay","High Salinity"
"223","W_BIL_ST1_2025NOV_01","Fisher",261.76418985893,"W_BIL_ST1_2025NOV_01","Biloxi Bay","Freshwater"
"224","W_BIL_ST1_2025NOV_02","Fisher",328.371794240268,"W_BIL_ST1_2025NOV_02","Biloxi Bay","Freshwater"
"225","W_BIL_ST2_2025NOV_01","Fisher",296.793924513585,"W_BIL_ST2_2025NOV_01","Biloxi Bay","Freshwater"
"226","W_BIL_ST2_2025NOV_02","Fisher",333.576048582586,"W_BIL_ST2_2025NOV_02","Biloxi Bay","Freshwater"
"227","W_BIL_ST3_2025NOV_01","Fisher",314.262692122424,"W_BIL_ST3_2025NOV_01","Biloxi Bay","Freshwater"
"228","W_BIL_ST3_2025NOV_02","Fisher",296.372165858055,"W_BIL_ST3_2025NOV_02","Biloxi Bay","Freshwater"
"229","W_BIL_ST4_2025NOV_01","Fisher",321.895728955778,"W_BIL_ST4_2025NOV_01","Biloxi Bay","Freshwater"
"230","W_BIL_ST5_2025NOV_01","Fisher",386.162500729522,"W_BIL_ST5_2025NOV_01","Biloxi Bay","Moderate Salinity"
"231","W_BIL_ST5_2025NOV_02","Fisher",388.414634562804,"W_BIL_ST5_2025NOV_02","Biloxi Bay","Moderate Salinity"
"232","W_BIL_ST6_2025NOV_01","Fisher",325.055726497606,"W_BIL_ST6_2025NOV_01","Biloxi Bay","Moderate Salinity"
"233","W_BIL_ST6_2025NOV_02","Fisher",335.340599473199,"W_BIL_ST6_2025NOV_02","Biloxi Bay","Moderate Salinity"
"234","W_BIL_ST7_2025NOV_01","Fisher",285.177943679135,"W_BIL_ST7_2025NOV_01","Biloxi Bay","Moderate Salinity"
"235","W_BIL_ST7_2025NOV_02","Fisher",332.938288808933,"W_BIL_ST7_2025NOV_02","Biloxi Bay","High Salinity"
"236","W_BIL_ST8_2025NOV_01","Fisher",373.760534758762,"W_BIL_ST8_2025NOV_01","Biloxi Bay","High Salinity"
"237","W_BIL_ST8_2025NOV_02","Fisher",390.647324412641,"W_BIL_ST8_2025NOV_02","Biloxi Bay","High Salinity"
"238","W_BIL_ST9_2025NOV_01","Fisher",356.158074602048,"W_BIL_ST9_2025NOV_01","Biloxi Bay","High Salinity"
"239","W_BIL_ST9_2025NOV_02","Fisher",386.072101731139,"W_BIL_ST9_2025NOV_02","Biloxi Bay","High Salinity"
"240","W_PAS_ST1_2025NOV_01","Fisher",591.51417262724,"W_PAS_ST1_2025NOV_01","Pascagoula Bay","Freshwater"
"241","W_PAS_ST1_2025NOV_02","Fisher",474.669667789721,"W_PAS_ST1_2025NOV_02","Pascagoula Bay","Freshwater"
"242","W_PAS_ST10_2025NOV_01","Fisher",443.710421591364,"W_PAS_ST10_2025NOV_01","Pascagoula Bay","High Salinity"
"243","W_PAS_ST10_2025NOV_02","Fisher",423.210851018956,"W_PAS_ST10_2025NOV_02","Pascagoula Bay","High Salinity"
"244","W_PAS_ST2_2025NOV_01","Fisher",545.150908778123,"W_PAS_ST2_2025NOV_01","Pascagoula Bay","Freshwater"
"245","W_PAS_ST2_2025NOV_02","Fisher",542.480168695959,"W_PAS_ST2_2025NOV_02","Pascagoula Bay","Freshwater"
"246","W_PAS_ST3_2025NOV_01","Fisher",493.582683232047,"W_PAS_ST3_2025NOV_01","Pascagoula Bay","Freshwater"
"247","W_PAS_ST3_2025NOV_02","Fisher",510.735756215319,"W_PAS_ST3_2025NOV_02","Pascagoula Bay","Freshwater"
"248","W_PAS_ST4_2025NOV_01","Fisher",577.69239915073,"W_PAS_ST4_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"249","W_PAS_ST4_2025NOV_02","Fisher",400.338913464476,"W_PAS_ST4_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"250","W_PAS_ST5_2025NOV_01","Fisher",498.972665554533,"W_PAS_ST5_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"251","W_PAS_ST5_2025NOV_02","Fisher",424.690875273301,"W_PAS_ST5_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"252","W_PAS_ST6_2025NOV_01","Fisher",446.482434416442,"W_PAS_ST6_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"253","W_PAS_ST6_2025NOV_02","Fisher",452.317962528894,"W_PAS_ST6_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"254","W_PAS_ST7_2025NOV_01","Fisher",460.911375419087,"W_PAS_ST7_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"255","W_PAS_ST7_2025NOV_02","Fisher",462.618036292306,"W_PAS_ST7_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"256","W_PAS_ST8_2025NOV_01","Fisher",373.771909404754,"W_PAS_ST8_2025NOV_01","Pascagoula Bay","High Salinity"
"257","W_PAS_ST8_2025NOV_02","Fisher",390.481669546102,"W_PAS_ST8_2025NOV_02","Pascagoula Bay","High Salinity"
"258","W_PAS_ST9_2025NOV_01","Fisher",87.2715945192431,"W_PAS_ST9_2025NOV_01","Pascagoula Bay","High Salinity"
"259","W_PAS_ST9_2025NOV_02","Fisher",470.691795854201,"W_PAS_ST9_2025NOV_02","Pascagoula Bay","High Salinity"
"260","W_BIL_ST1_2025NOV_01","Pielou",0.842216023349447,"W_BIL_ST1_2025NOV_01","Biloxi Bay","Freshwater"
"261","W_BIL_ST1_2025NOV_02","Pielou",0.823032623232905,"W_BIL_ST1_2025NOV_02","Biloxi Bay","Freshwater"
"262","W_BIL_ST2_2025NOV_01","Pielou",0.873169532794795,"W_BIL_ST2_2025NOV_01","Biloxi Bay","Freshwater"
"263","W_BIL_ST2_2025NOV_02","Pielou",0.87224908359571,"W_BIL_ST2_2025NOV_02","Biloxi Bay","Freshwater"
"264","W_BIL_ST3_2025NOV_01","Pielou",0.887962234632989,"W_BIL_ST3_2025NOV_01","Biloxi Bay","Freshwater"
"265","W_BIL_ST3_2025NOV_02","Pielou",0.883135544401714,"W_BIL_ST3_2025NOV_02","Biloxi Bay","Freshwater"
"266","W_BIL_ST4_2025NOV_01","Pielou",0.871304232316444,"W_BIL_ST4_2025NOV_01","Biloxi Bay","Freshwater"
"267","W_BIL_ST5_2025NOV_01","Pielou",0.859283883840257,"W_BIL_ST5_2025NOV_01","Biloxi Bay","Moderate Salinity"
"268","W_BIL_ST5_2025NOV_02","Pielou",0.86100875615127,"W_BIL_ST5_2025NOV_02","Biloxi Bay","Moderate Salinity"
"269","W_BIL_ST6_2025NOV_01","Pielou",0.847040583461948,"W_BIL_ST6_2025NOV_01","Biloxi Bay","Moderate Salinity"
"270","W_BIL_ST6_2025NOV_02","Pielou",0.861745424829868,"W_BIL_ST6_2025NOV_02","Biloxi Bay","Moderate Salinity"
"271","W_BIL_ST7_2025NOV_01","Pielou",0.898574815184861,"W_BIL_ST7_2025NOV_01","Biloxi Bay","Moderate Salinity"
"272","W_BIL_ST7_2025NOV_02","Pielou",0.883994358822224,"W_BIL_ST7_2025NOV_02","Biloxi Bay","High Salinity"
"273","W_BIL_ST8_2025NOV_01","Pielou",0.886358368788594,"W_BIL_ST8_2025NOV_01","Biloxi Bay","High Salinity"
"274","W_BIL_ST8_2025NOV_02","Pielou",0.88618668740769,"W_BIL_ST8_2025NOV_02","Biloxi Bay","High Salinity"
"275","W_BIL_ST9_2025NOV_01","Pielou",0.885625957091122,"W_BIL_ST9_2025NOV_01","Biloxi Bay","High Salinity"
"276","W_BIL_ST9_2025NOV_02","Pielou",0.894038157577599,"W_BIL_ST9_2025NOV_02","Biloxi Bay","High Salinity"
"277","W_PAS_ST1_2025NOV_01","Pielou",0.893803287323048,"W_PAS_ST1_2025NOV_01","Pascagoula Bay","Freshwater"
"278","W_PAS_ST1_2025NOV_02","Pielou",0.89500271489371,"W_PAS_ST1_2025NOV_02","Pascagoula Bay","Freshwater"
"279","W_PAS_ST10_2025NOV_01","Pielou",0.922873243768774,"W_PAS_ST10_2025NOV_01","Pascagoula Bay","High Salinity"
"280","W_PAS_ST10_2025NOV_02","Pielou",0.905793156119495,"W_PAS_ST10_2025NOV_02","Pascagoula Bay","High Salinity"
"281","W_PAS_ST2_2025NOV_01","Pielou",0.860723526013145,"W_PAS_ST2_2025NOV_01","Pascagoula Bay","Freshwater"
"282","W_PAS_ST2_2025NOV_02","Pielou",0.874499091769008,"W_PAS_ST2_2025NOV_02","Pascagoula Bay","Freshwater"
"283","W_PAS_ST3_2025NOV_01","Pielou",0.832140619143162,"W_PAS_ST3_2025NOV_01","Pascagoula Bay","Freshwater"
"284","W_PAS_ST3_2025NOV_02","Pielou",0.839604612404281,"W_PAS_ST3_2025NOV_02","Pascagoula Bay","Freshwater"
"285","W_PAS_ST4_2025NOV_01","Pielou",0.846991387254651,"W_PAS_ST4_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"286","W_PAS_ST4_2025NOV_02","Pielou",0.861121497518566,"W_PAS_ST4_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"287","W_PAS_ST5_2025NOV_01","Pielou",0.853130165032046,"W_PAS_ST5_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"288","W_PAS_ST5_2025NOV_02","Pielou",0.86394369533307,"W_PAS_ST5_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"289","W_PAS_ST6_2025NOV_01","Pielou",0.830084152267888,"W_PAS_ST6_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"290","W_PAS_ST6_2025NOV_02","Pielou",0.844739019423341,"W_PAS_ST6_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"291","W_PAS_ST7_2025NOV_01","Pielou",0.848578969250115,"W_PAS_ST7_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"292","W_PAS_ST7_2025NOV_02","Pielou",0.8541667266688,"W_PAS_ST7_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"293","W_PAS_ST8_2025NOV_01","Pielou",0.851961506639479,"W_PAS_ST8_2025NOV_01","Pascagoula Bay","High Salinity"
"294","W_PAS_ST8_2025NOV_02","Pielou",0.847621979154217,"W_PAS_ST8_2025NOV_02","Pascagoula Bay","High Salinity"
"295","W_PAS_ST9_2025NOV_01","Pielou",0.92067417632291,"W_PAS_ST9_2025NOV_01","Pascagoula Bay","High Salinity"
"296","W_PAS_ST9_2025NOV_02","Pielou",0.880068706236885,"W_PAS_ST9_2025NOV_02","Pascagoula Bay","High Salinity"
"297","W_BIL_ST1_2025NOV_01","Coverage",1,"W_BIL_ST1_2025NOV_01","Biloxi Bay","Freshwater"
"298","W_BIL_ST1_2025NOV_02","Coverage",1,"W_BIL_ST1_2025NOV_02","Biloxi Bay","Freshwater"
"299","W_BIL_ST2_2025NOV_01","Coverage",1,"W_BIL_ST2_2025NOV_01","Biloxi Bay","Freshwater"
"300","W_BIL_ST2_2025NOV_02","Coverage",0.999990903467598,"W_BIL_ST2_2025NOV_02","Biloxi Bay","Freshwater"
"301","W_BIL_ST3_2025NOV_01","Coverage",1,"W_BIL_ST3_2025NOV_01","Biloxi Bay","Freshwater"
"302","W_BIL_ST3_2025NOV_02","Coverage",1,"W_BIL_ST3_2025NOV_02","Biloxi Bay","Freshwater"
"303","W_BIL_ST4_2025NOV_01","Coverage",1,"W_BIL_ST4_2025NOV_01","Biloxi Bay","Freshwater"
"304","W_BIL_ST5_2025NOV_01","Coverage",1,"W_BIL_ST5_2025NOV_01","Biloxi Bay","Moderate Salinity"
"305","W_BIL_ST5_2025NOV_02","Coverage",1,"W_BIL_ST5_2025NOV_02","Biloxi Bay","Moderate Salinity"
"306","W_BIL_ST6_2025NOV_01","Coverage",0.999991315901453,"W_BIL_ST6_2025NOV_01","Biloxi Bay","Moderate Salinity"
"307","W_BIL_ST6_2025NOV_02","Coverage",1,"W_BIL_ST6_2025NOV_02","Biloxi Bay","Moderate Salinity"
"308","W_BIL_ST7_2025NOV_01","Coverage",1,"W_BIL_ST7_2025NOV_01","Biloxi Bay","Moderate Salinity"
"309","W_BIL_ST7_2025NOV_02","Coverage",1,"W_BIL_ST7_2025NOV_02","Biloxi Bay","High Salinity"
"310","W_BIL_ST8_2025NOV_01","Coverage",1,"W_BIL_ST8_2025NOV_01","Biloxi Bay","High Salinity"
"311","W_BIL_ST8_2025NOV_02","Coverage",1,"W_BIL_ST8_2025NOV_02","Biloxi Bay","High Salinity"
"312","W_BIL_ST9_2025NOV_01","Coverage",1,"W_BIL_ST9_2025NOV_01","Biloxi Bay","High Salinity"
"313","W_BIL_ST9_2025NOV_02","Coverage",1,"W_BIL_ST9_2025NOV_02","Biloxi Bay","High Salinity"
"314","W_PAS_ST1_2025NOV_01","Coverage",0.999992520400607,"W_PAS_ST1_2025NOV_01","Pascagoula Bay","Freshwater"
"315","W_PAS_ST1_2025NOV_02","Coverage",0.999990577859855,"W_PAS_ST1_2025NOV_02","Pascagoula Bay","Freshwater"
"316","W_PAS_ST10_2025NOV_01","Coverage",1,"W_PAS_ST10_2025NOV_01","Pascagoula Bay","High Salinity"
"317","W_PAS_ST10_2025NOV_02","Coverage",1,"W_PAS_ST10_2025NOV_02","Pascagoula Bay","High Salinity"
"318","W_PAS_ST2_2025NOV_01","Coverage",1,"W_PAS_ST2_2025NOV_01","Pascagoula Bay","Freshwater"
"319","W_PAS_ST2_2025NOV_02","Coverage",1,"W_PAS_ST2_2025NOV_02","Pascagoula Bay","Freshwater"
"320","W_PAS_ST3_2025NOV_01","Coverage",1,"W_PAS_ST3_2025NOV_01","Pascagoula Bay","Freshwater"
"321","W_PAS_ST3_2025NOV_02","Coverage",1,"W_PAS_ST3_2025NOV_02","Pascagoula Bay","Freshwater"
"322","W_PAS_ST4_2025NOV_01","Coverage",1,"W_PAS_ST4_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"323","W_PAS_ST4_2025NOV_02","Coverage",1,"W_PAS_ST4_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"324","W_PAS_ST5_2025NOV_01","Coverage",1,"W_PAS_ST5_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"325","W_PAS_ST5_2025NOV_02","Coverage",1,"W_PAS_ST5_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"326","W_PAS_ST6_2025NOV_01","Coverage",0.999991568438981,"W_PAS_ST6_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"327","W_PAS_ST6_2025NOV_02","Coverage",0.999991554482036,"W_PAS_ST6_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"328","W_PAS_ST7_2025NOV_01","Coverage",1,"W_PAS_ST7_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"329","W_PAS_ST7_2025NOV_02","Coverage",1,"W_PAS_ST7_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"330","W_PAS_ST8_2025NOV_01","Coverage",1,"W_PAS_ST8_2025NOV_01","Pascagoula Bay","High Salinity"
"331","W_PAS_ST8_2025NOV_02","Coverage",1,"W_PAS_ST8_2025NOV_02","Pascagoula Bay","High Salinity"
"332","W_PAS_ST9_2025NOV_01","Coverage",1,"W_PAS_ST9_2025NOV_01","Pascagoula Bay","High Salinity"
"333","W_PAS_ST9_2025NOV_02","Coverage",1,"W_PAS_ST9_2025NOV_02","Pascagoula Bay","High Salinity"
